,Unnamed: 0,brewery_id,brewery_name,review_time,review_overall,review_aroma,review_appearance,review_profilename,beer_style,review_palate,review_taste,beer_name,beer_abv,beer_beerid
510,510,1075,Caldera Brewing Company,1253477448,5.0,4.5,4.5,Stimwizzle,American IPA,5.0,5.0,Caldera IPA,6.1,10784
511,511,1075,Caldera Brewing Company,1253213801,4.5,4.0,4.5,Slatetank,American IPA,4.0,4.0,Caldera IPA,6.1,10784
512,512,1075,Caldera Brewing Company,1252729215,4.0,4.0,3.5,wmthorne,American IPA,3.5,4.0,Caldera IPA,6.1,10784
513,513,1075,Caldera Brewing Company,1252632725,4.5,4.0,3.5,mbunje,American IPA,4.5,4.0,Caldera IPA,6.1,10784
514,514,1075,Caldera Brewing Company,1252027454,3.5,4.0,3.5,Genghis22,American IPA,4.5,3.5,Caldera IPA,6.1,10784
515,515,1075,Caldera Brewing Company,1251925968,4.0,4.0,4.0,Halcyondays,American IPA,3.5,3.5,Caldera IPA,6.1,10784
516,516,1075,Caldera Brewing Company,1251853060,4.5,4.0,4.0,hckyfn9999,American IPA,4.0,4.5,Caldera IPA,6.1,10784
517,517,1075,Caldera Brewing Company,1251411241,3.5,3.5,3.0,HalfFull,American IPA,4.0,3.5,Caldera IPA,6.1,10784
518,518,1075,Caldera Brewing Company,1251276005,4.5,4.0,4.0,mdagnew,American IPA,4.0,4.0,Caldera IPA,6.1,10784
519,519,1075,Caldera Brewing Company,1250934691,2.5,3.0,4.0,vacax,American IPA,3.0,3.0,Caldera IPA,6.1,10784
520,520,1075,Caldera Brewing Company,1250789813,4.5,3.5,4.0,Imstillthegman,American IPA,4.5,4.0,Caldera IPA,6.1,10784
521,521,1075,Caldera Brewing Company,1250702282,4.0,3.5,4.0,qchic,American IPA,4.0,4.5,Caldera IPA,6.1,10784
522,522,1075,Caldera Brewing Company,1250440035,3.0,3.5,3.5,mjl21,American IPA,3.5,3.0,Caldera IPA,6.1,10784
523,523,1075,Caldera Brewing Company,1243102194,3.0,5.0,4.0,madtappers,American IPA,4.0,3.0,Caldera IPA,6.1,10784
524,524,1075,Caldera Brewing Company,1250129621,3.5,4.5,4.0,cerveza5150,American IPA,3.5,4.0,Caldera IPA,6.1,10784
525,525,1075,Caldera Brewing Company,1250097211,5.0,4.0,4.0,beerswamie,American IPA,4.5,5.0,Caldera IPA,6.1,10784
526,526,1075,Caldera Brewing Company,1249940104,4.5,4.0,4.0,Metalmonk,American IPA,3.5,4.0,Caldera IPA,6.1,10784
527,527,1075,Caldera Brewing Company,1249869859,4.5,4.5,4.5,webbcreative,American IPA,4.0,4.5,Caldera IPA,6.1,10784
528,528,1075,Caldera Brewing Company,1249707176,4.0,4.5,4.0,Tdizzle,American IPA,4.0,4.0,Caldera IPA,6.1,10784
529,529,1075,Caldera Brewing Company,1249616172,4.5,4.0,4.0,d0ggnate,American IPA,4.0,4.0,Caldera IPA,6.1,10784
530,530,1075,Caldera Brewing Company,1248568237,2.0,4.0,4.5,velosuds,American IPA,3.0,3.0,Caldera IPA,6.1,10784
531,531,1075,Caldera Brewing Company,1227408943,4.0,4.0,4.0,ArrogantB,American IPA,4.5,3.5,Caldera IPA,6.1,10784
532,532,1075,Caldera Brewing Company,1248487882,3.5,4.5,3.5,argock,American IPA,4.0,3.5,Caldera IPA,6.1,10784
533,533,1075,Caldera Brewing Company,1248390678,4.0,3.0,3.5,Docer,American IPA,3.5,3.5,Caldera IPA,6.1,10784
534,534,1075,Caldera Brewing Company,1247879445,4.5,4.5,4.0,jackorain,American IPA,4.0,4.0,Caldera IPA,6.1,10784
535,535,1075,Caldera Brewing Company,1247702251,3.5,3.5,4.0,BeerBelcher,American IPA,4.0,3.5,Caldera IPA,6.1,10784
536,536,1075,Caldera Brewing Company,1247548071,4.5,3.5,4.0,czechsaaz,American IPA,4.0,4.5,Caldera IPA,6.1,10784
537,537,1075,Caldera Brewing Company,1247427830,4.0,3.5,4.0,meatyard,American IPA,4.0,3.5,Caldera IPA,6.1,10784
538,538,1075,Caldera Brewing Company,1246837454,4.5,4.0,4.0,PDXHops,American IPA,4.0,4.5,Caldera IPA,6.1,10784
539,539,1075,Caldera Brewing Company,1246666482,4.5,4.0,4.0,tronester,American IPA,4.5,4.0,Caldera IPA,6.1,10784
540,540,1075,Caldera Brewing Company,1246392204,4.0,4.0,4.0,Seanibus,American IPA,4.0,4.0,Caldera IPA,6.1,10784
541,541,1075,Caldera Brewing Company,1238797238,4.5,4.5,4.0,Monkeyknife,American IPA,3.5,4.0,Caldera IPA,6.1,10784
542,542,1075,Caldera Brewing Company,1246326741,4.0,4.5,4.0,philbe311,American IPA,4.5,4.0,Caldera IPA,6.1,10784
543,543,1075,Caldera Brewing Company,1246257499,3.5,4.5,4.0,macktbone,American IPA,3.5,4.0,Caldera IPA,6.1,10784
544,544,1075,Caldera Brewing Company,1246219461,4.0,4.0,4.0,ckeegan04,American IPA,4.0,4.0,Caldera IPA,6.1,10784
545,545,1075,Caldera Brewing Company,1246156677,4.5,4.5,4.0,mikesgroove,American IPA,4.0,4.0,Caldera IPA,6.1,10784
546,546,1075,Caldera Brewing Company,1245731578,4.0,4.0,4.0,washburnkid,American IPA,4.0,4.0,Caldera IPA,6.1,10784
547,547,1075,Caldera Brewing Company,1245728825,2.0,3.0,4.0,Arbitrator,American IPA,3.0,3.5,Caldera IPA,6.1,10784
548,548,1075,Caldera Brewing Company,1245721415,4.0,3.5,4.0,tempest,American IPA,3.5,3.5,Caldera IPA,6.1,10784
549,549,1075,Caldera Brewing Company,1245540392,5.0,5.0,4.5,jfitzy78,American IPA,4.5,5.0,Caldera IPA,6.1,10784
550,550,1075,Caldera Brewing Company,1245118209,4.0,3.5,4.0,skrib09,American IPA,3.5,4.0,Caldera IPA,6.1,10784
551,551,1075,Caldera Brewing Company,1245014833,4.0,4.5,4.5,mcsquint,American IPA,4.5,4.5,Caldera IPA,6.1,10784
552,552,1075,Caldera Brewing Company,1315528776,4.5,4.5,4.5,jtd1969,American IPA,4.5,4.5,Caldera IPA,6.1,10784
553,553,1075,Caldera Brewing Company,1245014092,4.0,4.0,4.0,Goliath,American IPA,4.0,4.0,Caldera IPA,6.1,10784
554,554,1075,Caldera Brewing Company,1244858084,3.5,4.0,4.5,erikm25,American IPA,4.5,4.0,Caldera IPA,6.1,10784
555,555,1075,Caldera Brewing Company,1323995849,4.0,4.0,3.5,Rhettroactive,American IPA,4.0,4.0,Caldera IPA,6.1,10784
556,556,1075,Caldera Brewing Company,1323921048,3.5,4.5,4.0,HosP,American IPA,2.5,3.0,Caldera IPA,6.1,10784
557,557,1075,Caldera Brewing Company,1323188620,3.5,3.5,3.5,TheGordianKnot,American IPA,3.5,3.5,Caldera IPA,6.1,10784
558,558,1075,Caldera Brewing Company,1322691877,4.0,3.5,4.0,comfortablynumb1,American IPA,4.0,4.0,Caldera IPA,6.1,10784
559,559,1075,Caldera Brewing Company,1321574120,4.0,4.0,4.0,tdm168,American IPA,4.0,4.5,Caldera IPA,6.1,10784
560,560,1075,Caldera Brewing Company,1320902822,3.0,4.0,3.5,Teleweizen2,American IPA,4.0,3.5,Caldera IPA,6.1,10784
561,561,1075,Caldera Brewing Company,1305061090,4.0,3.5,4.0,zoolzoo,American IPA,4.0,4.0,Caldera IPA,6.1,10784
562,562,1075,Caldera Brewing Company,1320248628,4.0,3.5,4.0,ColForbinBC,American IPA,4.0,3.5,Caldera IPA,6.1,10784
563,563,1075,Caldera Brewing Company,1319855053,4.0,3.5,4.0,bosox941827,American IPA,4.0,4.0,Caldera IPA,6.1,10784
564,564,1075,Caldera Brewing Company,1319673471,4.0,3.5,4.0,doopydoogle,American IPA,3.5,4.0,Caldera IPA,6.1,10784
565,565,1075,Caldera Brewing Company,1319241322,4.0,4.0,4.5,wedge,American IPA,4.0,4.5,Caldera IPA,6.1,10784
566,566,1075,Caldera Brewing Company,1244808633,3.0,4.0,4.5,Risser09,American IPA,3.0,3.5,Caldera IPA,6.1,10784
567,567,1075,Caldera Brewing Company,1244683205,4.5,4.0,4.0,errantnight,American IPA,4.5,4.0,Caldera IPA,6.1,10784
568,568,1075,Caldera Brewing Company,1244051763,4.0,3.5,5.0,wnh,American IPA,3.5,4.0,Caldera IPA,6.1,10784
569,569,1075,Caldera Brewing Company,1243717445,3.5,4.0,3.5,stephens101,American IPA,3.5,4.5,Caldera IPA,6.1,10784
570,570,1075,Caldera Brewing Company,1243124566,4.0,3.5,3.5,akorsak,American IPA,4.0,4.5,Caldera IPA,6.1,10784
571,571,1075,Caldera Brewing Company,1242961700,4.0,4.0,4.0,dukew456,American IPA,4.5,4.5,Caldera IPA,6.1,10784
572,572,1075,Caldera Brewing Company,1242846863,4.0,4.5,4.0,sholland119,American IPA,4.0,4.0,Caldera IPA,6.1,10784
573,573,1075,Caldera Brewing Company,1242592642,4.0,4.0,4.0,beer2day,American IPA,4.0,4.5,Caldera IPA,6.1,10784
574,574,1075,Caldera Brewing Company,1241873726,4.5,4.0,4.0,zeff80,American IPA,4.0,4.0,Caldera IPA,6.1,10784
575,575,1075,Caldera Brewing Company,1241160146,4.0,4.0,4.0,HairOfTh3Dog,American IPA,4.0,4.0,Caldera IPA,6.1,10784
576,576,1075,Caldera Brewing Company,1240794560,4.5,4.0,4.0,dirtylou,American IPA,4.0,4.0,Caldera IPA,6.1,10784
577,577,1075,Caldera Brewing Company,1240714040,4.5,4.0,4.5,naterock,American IPA,4.0,4.0,Caldera IPA,6.1,10784
578,578,1075,Caldera Brewing Company,1240713647,4.5,4.0,4.5,SpecialK088,American IPA,4.0,4.5,Caldera IPA,6.1,10784
579,579,1075,Caldera Brewing Company,1240592562,4.5,4.0,4.0,jdense,American IPA,4.0,4.0,Caldera IPA,6.1,10784
580,580,1075,Caldera Brewing Company,1239571332,4.5,5.0,5.0,dakid618,American IPA,4.5,5.0,Caldera IPA,6.1,10784
581,581,1075,Caldera Brewing Company,1239324913,3.5,3.5,4.0,Kraken,American IPA,3.5,4.0,Caldera IPA,6.1,10784
582,582,1075,Caldera Brewing Company,1239073434,4.0,4.0,4.0,Tone,American IPA,4.0,4.5,Caldera IPA,6.1,10784
583,583,1075,Caldera Brewing Company,1237515024,3.5,4.0,4.0,dyan,American IPA,3.5,4.0,Caldera IPA,6.1,10784
584,584,1075,Caldera Brewing Company,1236737716,3.5,4.0,3.5,gabeerfan,American IPA,4.0,4.0,Caldera IPA,6.1,10784
585,585,1075,Caldera Brewing Company,1236041922,4.5,4.0,4.0,pinotboy007,American IPA,4.0,4.0,Caldera IPA,6.1,10784
586,586,1075,Caldera Brewing Company,1235943951,5.0,4.0,4.5,mtrentm,American IPA,4.0,5.0,Caldera IPA,6.1,10784
587,587,1075,Caldera Brewing Company,1235619440,4.0,4.0,4.0,blackie,American IPA,4.0,4.0,Caldera IPA,6.1,10784
588,588,1075,Caldera Brewing Company,1235613864,4.5,3.5,4.0,jdoncbus,American IPA,4.0,4.0,Caldera IPA,6.1,10784
589,589,1075,Caldera Brewing Company,1235277432,4.0,4.5,4.0,Jimbo87,American IPA,3.5,4.5,Caldera IPA,6.1,10784
590,590,1075,Caldera Brewing Company,1234656110,4.5,4.0,4.5,BeerSox,American IPA,4.0,4.0,Caldera IPA,6.1,10784
591,591,1075,Caldera Brewing Company,1234301545,4.0,4.0,4.0,bbothen,American IPA,4.0,4.0,Caldera IPA,6.1,10784
592,592,1075,Caldera Brewing Company,1218555178,4.0,4.0,3.5,tpd975,American IPA,4.0,4.0,Caldera IPA,6.1,10784
593,593,1075,Caldera Brewing Company,1234287685,4.5,4.0,4.0,Kegatron,American IPA,4.0,4.0,Caldera IPA,6.1,10784
594,594,1075,Caldera Brewing Company,1232941583,4.0,4.5,4.0,aforbes10,American IPA,4.0,4.0,Caldera IPA,6.1,10784
595,595,1075,Caldera Brewing Company,1232781682,3.0,4.5,4.0,Proteus93,American IPA,3.5,4.0,Caldera IPA,6.1,10784
596,596,1075,Caldera Brewing Company,1232468167,4.5,4.0,4.5,timtim,American IPA,4.0,4.0,Caldera IPA,6.1,10784
597,597,1075,Caldera Brewing Company,1231859008,4.0,4.5,4.0,hopdog,American IPA,3.5,4.0,Caldera IPA,6.1,10784
598,598,1075,Caldera Brewing Company,1231713855,4.5,4.5,4.0,gford217,American IPA,4.0,4.0,Caldera IPA,6.1,10784
599,599,1075,Caldera Brewing Company,1229313862,4.5,4.0,4.5,Chelsea1905,American IPA,4.0,4.5,Caldera IPA,6.1,10784
600,600,1075,Caldera Brewing Company,1229279300,4.0,4.0,4.0,MisterClean,American IPA,4.0,4.5,Caldera IPA,6.1,10784
601,601,1075,Caldera Brewing Company,1228608585,4.5,5.0,4.5,maximum12,American IPA,4.0,4.5,Caldera IPA,6.1,10784
602,602,1075,Caldera Brewing Company,1227579179,4.0,4.0,4.0,ThirstyHopHead,American IPA,4.0,4.0,Caldera IPA,6.1,10784
603,603,850,Moon River Brewing Company,1100038819,4.0,3.5,4.0,aracauna,Scotch Ale / Wee Heavy,3.5,3.5,The Highland Stagger,,20689
604,604,1075,Caldera Brewing Company,1226798393,3.5,4.0,4.0,Gueuzedude,American IPA,4.0,3.5,Caldera IPA,6.1,10784
605,605,1075,Caldera Brewing Company,1226202860,4.5,4.0,4.5,pjwilson,American IPA,4.0,4.0,Caldera IPA,6.1,10784
606,606,1075,Caldera Brewing Company,1225055611,4.0,4.5,4.5,koopa,American IPA,3.5,3.5,Caldera IPA,6.1,10784
607,607,1075,Caldera Brewing Company,1223376492,4.5,4.0,4.5,DIM,American IPA,5.0,4.5,Caldera IPA,6.1,10784
608,608,1075,Caldera Brewing Company,1223073891,4.5,4.0,4.0,GbVDave,American IPA,4.0,4.0,Caldera IPA,6.1,10784
609,609,1075,Caldera Brewing Company,1222305980,4.5,4.0,4.0,CrellMoset,American IPA,4.0,4.0,Caldera IPA,6.1,10784
610,610,1075,Caldera Brewing Company,1220137480,4.5,4.0,4.0,AKBelgianBeast,American IPA,4.5,4.0,Caldera IPA,6.1,10784
611,611,1075,Caldera Brewing Company,1219003036,4.0,3.5,3.5,beereality,American IPA,4.0,4.0,Caldera IPA,6.1,10784
612,612,1075,Caldera Brewing Company,1218500388,4.0,4.5,4.0,Wetpaperbag,American IPA,4.0,4.0,Caldera IPA,6.1,10784
613,613,1075,Caldera Brewing Company,1217995556,4.0,4.0,4.0,mnapier,American IPA,4.0,4.0,Caldera IPA,6.1,10784
614,614,1075,Caldera Brewing Company,1217379515,4.5,4.0,4.5,largadeer,American IPA,4.5,4.5,Caldera IPA,6.1,10784
615,615,1075,Caldera Brewing Company,1216685474,4.5,4.0,4.0,RedDiamond,American IPA,5.0,4.5,Caldera IPA,6.1,10784
616,616,1075,Caldera Brewing Company,1215664516,4.0,4.5,4.0,MiguelMandingo,American IPA,4.0,4.0,Caldera IPA,6.1,10784
617,617,1075,Caldera Brewing Company,1214858603,4.5,4.5,4.0,JDV,American IPA,4.0,4.0,Caldera IPA,6.1,10784
618,618,1075,Caldera Brewing Company,1214181956,3.5,3.5,4.5,woemad,American IPA,3.5,3.0,Caldera IPA,6.1,10784
619,619,1075,Caldera Brewing Company,1212289363,3.5,4.5,4.0,cjgator3,American IPA,3.5,4.0,Caldera IPA,6.1,10784
620,620,1075,Caldera Brewing Company,1205560860,4.0,4.5,4.0,Spikester,American IPA,3.5,4.0,Caldera IPA,6.1,10784
621,621,1075,Caldera Brewing Company,1211933145,4.0,4.0,4.5,cburian,American IPA,4.5,4.0,Caldera IPA,6.1,10784
622,622,1075,Caldera Brewing Company,1210553646,4.5,4.0,4.0,kirok1999,American IPA,4.0,4.0,Caldera IPA,6.1,10784
623,623,1075,Caldera Brewing Company,1210461583,4.5,4.0,4.5,Wasatch,American IPA,4.0,4.5,Caldera IPA,6.1,10784
624,624,1075,Caldera Brewing Company,1208728799,4.0,4.0,4.0,MuenchenerKindl,American IPA,4.5,4.0,Caldera IPA,6.1,10784
625,625,1075,Caldera Brewing Company,1207535403,5.0,4.0,4.0,libertygrails,American IPA,4.0,4.5,Caldera IPA,6.1,10784
626,626,1075,Caldera Brewing Company,1207378146,3.5,3.5,3.0,ccrida,American IPA,3.5,3.5,Caldera IPA,6.1,10784
627,627,1075,Caldera Brewing Company,1206684668,3.5,4.0,4.0,BeerZack,American IPA,3.5,4.0,Caldera IPA,6.1,10784
628,628,1075,Caldera Brewing Company,1206392607,4.5,2.5,3.0,brentk56,American IPA,4.0,4.5,Caldera IPA,6.1,10784
629,629,1075,Caldera Brewing Company,1205645855,4.0,3.5,5.0,russpowell,American IPA,4.5,4.0,Caldera IPA,6.1,10784
630,630,1075,Caldera Brewing Company,1205010007,3.5,4.0,4.0,seaoflament,American IPA,3.5,3.5,Caldera IPA,6.1,10784
631,631,1075,Caldera Brewing Company,1204167240,4.0,4.5,4.5,flexabull,American IPA,4.0,4.0,Caldera IPA,6.1,10784
632,632,1075,Caldera Brewing Company,1204003782,3.0,2.0,3.5,Reidrover,American IPA,3.0,3.0,Caldera IPA,6.1,10784
633,633,1075,Caldera Brewing Company,1203825901,1.5,3.5,4.0,PhxHorn,American IPA,2.0,2.0,Caldera IPA,6.1,10784
634,634,1075,Caldera Brewing Company,1203788586,4.5,4.5,4.5,WVbeergeek,American IPA,4.5,4.5,Caldera IPA,6.1,10784
635,635,1075,Caldera Brewing Company,1203382386,4.5,4.5,4.0,unclederby,American IPA,4.5,4.5,Caldera IPA,6.1,10784
636,636,1075,Caldera Brewing Company,1202967279,4.0,4.5,4.0,SurlyDuff,American IPA,4.0,5.0,Caldera IPA,6.1,10784
637,637,1075,Caldera Brewing Company,1199162879,3.0,3.5,3.0,Dubbercody,American IPA,3.0,3.5,Caldera IPA,6.1,10784
638,638,1075,Caldera Brewing Company,1197841680,3.5,4.0,4.0,ChainGangGuy,American IPA,3.5,3.5,Caldera IPA,6.1,10784
639,639,1075,Caldera Brewing Company,1194852821,4.0,4.0,4.0,Floydster,American IPA,3.5,4.0,Caldera IPA,6.1,10784
640,640,1075,Caldera Brewing Company,1194792567,4.5,4.5,4.0,BuckeyeNation,American IPA,4.0,4.0,Caldera IPA,6.1,10784
641,641,1075,Caldera Brewing Company,1192478498,4.0,4.0,5.0,Bierguy5,American IPA,4.0,4.0,Caldera IPA,6.1,10784
642,642,1075,Caldera Brewing Company,1191180572,4.5,4.5,4.0,blakesell,American IPA,3.0,3.5,Caldera IPA,6.1,10784
643,643,1075,Caldera Brewing Company,1190238782,4.0,4.0,4.5,mcallister,American IPA,3.0,3.5,Caldera IPA,6.1,10784
644,644,1075,Caldera Brewing Company,1189824893,4.0,4.0,3.5,cswhitehorse,American IPA,4.0,4.0,Caldera IPA,6.1,10784
645,645,1075,Caldera Brewing Company,1189784159,4.0,4.0,3.5,weeare138,American IPA,3.5,3.5,Caldera IPA,6.1,10784
646,646,1075,Caldera Brewing Company,1188972053,4.0,4.5,4.0,msubulldog25,American IPA,4.0,4.0,Caldera IPA,6.1,10784
647,647,1075,Caldera Brewing Company,1188694023,4.5,4.5,4.0,kevinmkirk,American IPA,4.0,4.5,Caldera IPA,6.1,10784
648,648,1075,Caldera Brewing Company,1187838938,4.0,4.5,4.0,genog,American IPA,4.0,4.0,Caldera IPA,6.1,10784
649,649,1075,Caldera Brewing Company,1187323014,4.5,4.5,4.0,franksnbeans,American IPA,5.0,4.5,Caldera IPA,6.1,10784
650,650,1075,Caldera Brewing Company,1136235212,4.5,3.5,4.5,ElGordo,American IPA,5.0,4.5,Caldera IPA,6.1,10784
651,651,1075,Caldera Brewing Company,1111791303,4.0,4.0,4.0,bootylicious,American IPA,4.0,4.0,Caldera IPA,6.1,10784
652,652,1075,Caldera Brewing Company,1109005792,3.5,4.0,4.0,Redrover,American IPA,4.0,4.0,Caldera IPA,6.1,10784
653,653,1075,Caldera Brewing Company,1318562278,4.0,4.0,4.0,Klym,American IPA,4.0,4.0,Caldera IPA,6.1,10784
654,654,1075,Caldera Brewing Company,1318486605,4.0,4.5,4.0,BerkeleyBeerMan,American IPA,4.0,4.0,Caldera IPA,6.1,10784
655,655,1075,Caldera Brewing Company,1317776598,4.0,4.0,3.5,9InchNails,American IPA,3.5,4.0,Caldera IPA,6.1,10784
656,656,1075,Caldera Brewing Company,1317431717,4.5,4.0,4.0,kingjames1,American IPA,4.0,5.0,Caldera IPA,6.1,10784
657,657,1075,Caldera Brewing Company,1317178404,4.0,4.5,4.0,Hopfenpeter,American IPA,4.0,4.0,Caldera IPA,6.1,10784
658,658,1075,Caldera Brewing Company,1316813352,4.0,4.0,4.0,Tucquan,American IPA,3.5,4.0,Caldera IPA,6.1,10784
659,659,14879,Hoppin' Frog Brewery,1233471180,4.0,4.0,4.0,Ummagum,American IPA,4.0,4.0,Hoppin' To Heaven IPA,6.8,33624
660,660,1075,Caldera Brewing Company,1315516058,4.0,4.0,4.0,ReelBigwigFish,American IPA,4.5,4.5,Caldera IPA,6.1,10784
661,661,1075,Caldera Brewing Company,1314517713,4.0,4.5,4.0,peabody,American IPA,4.0,4.5,Caldera IPA,6.1,10784
662,662,1075,Caldera Brewing Company,1313448304,4.0,4.5,4.0,dcloeren,American IPA,3.5,4.0,Caldera IPA,6.1,10784
663,663,1075,Caldera Brewing Company,1313273446,4.0,4.5,4.0,jeff1973,American IPA,4.0,4.0,Caldera IPA,6.1,10784
664,664,1075,Caldera Brewing Company,1312779370,4.0,4.0,4.0,BrewerB,American IPA,3.5,3.5,Caldera IPA,6.1,10784
665,665,1075,Caldera Brewing Company,1312752768,4.0,3.5,4.0,KMcG,American IPA,4.0,4.0,Caldera IPA,6.1,10784
666,666,1075,Caldera Brewing Company,1312692710,4.5,4.0,4.0,unionturf,American IPA,4.5,4.5,Caldera IPA,6.1,10784
667,667,1075,Caldera Brewing Company,1312522547,3.5,3.5,4.0,LSUPT,American IPA,5.0,4.0,Caldera IPA,6.1,10784
668,668,1075,Caldera Brewing Company,1312467418,3.0,3.0,4.0,sendsilk,American IPA,3.0,3.0,Caldera IPA,6.1,10784
669,669,1075,Caldera Brewing Company,1312389903,4.0,4.5,4.0,NStLincoln,American IPA,4.0,4.0,Caldera IPA,6.1,10784
670,670,1075,Caldera Brewing Company,1312297641,3.5,4.0,4.0,harrymel,American IPA,3.0,3.0,Caldera IPA,6.1,10784
671,671,1075,Caldera Brewing Company,1311635580,3.0,3.5,3.5,Phelps,American IPA,3.5,3.5,Caldera IPA,6.1,10784
672,672,1075,Caldera Brewing Company,1311383775,3.0,3.5,4.0,Alieniloquium,American IPA,3.0,3.0,Caldera IPA,6.1,10784
673,673,1075,Caldera Brewing Company,1309654508,3.5,3.5,3.5,HopDiggityDawg,American IPA,3.5,3.5,Caldera IPA,6.1,10784
674,674,1075,Caldera Brewing Company,1309289930,4.5,4.5,3.5,CuttDeez,American IPA,4.0,4.0,Caldera IPA,6.1,10784
675,675,1075,Caldera Brewing Company,1309232053,4.0,4.5,4.0,Knapp85,American IPA,3.5,4.0,Caldera IPA,6.1,10784
676,676,1075,Caldera Brewing Company,1309206819,4.5,4.5,4.0,SaCkErZ9,American IPA,4.0,4.0,Caldera IPA,6.1,10784
677,677,1075,Caldera Brewing Company,1309197215,4.5,4.0,4.5,Jenkster4,American IPA,4.5,4.5,Caldera IPA,6.1,10784
678,678,1075,Caldera Brewing Company,1309012596,3.0,3.5,4.0,tone77,American IPA,3.5,3.0,Caldera IPA,6.1,10784
679,679,1075,Caldera Brewing Company,1308806158,4.0,3.5,3.5,litheum94,American IPA,4.0,4.0,Caldera IPA,6.1,10784
680,680,1075,Caldera Brewing Company,1308360223,4.0,3.5,4.0,Yagman3000,American IPA,4.5,4.0,Caldera IPA,6.1,10784
681,681,1075,Caldera Brewing Company,1308258538,4.0,4.5,4.5,cbros,American IPA,4.0,4.0,Caldera IPA,6.1,10784
682,682,1075,Caldera Brewing Company,1295051076,4.0,3.5,4.0,cbak999,American IPA,4.0,4.0,Hopportunity Knocks,6.8,56071
683,683,1075,Caldera Brewing Company,1308197572,3.0,3.5,4.0,seeswo,American IPA,3.5,3.0,Caldera IPA,6.1,10784
684,684,1075,Caldera Brewing Company,1307823635,4.0,4.0,4.5,Georgiabeer,American IPA,4.0,4.0,Caldera IPA,6.1,10784
685,685,1075,Caldera Brewing Company,1307540830,4.0,4.0,4.0,oberon,American IPA,4.0,4.0,Caldera IPA,6.1,10784
686,686,1075,Caldera Brewing Company,1307414867,4.0,3.5,4.5,IronLover,American IPA,4.0,3.5,Caldera IPA,6.1,10784
687,687,1075,Caldera Brewing Company,1307227322,4.5,4.5,3.0,chocosushi,American IPA,4.0,5.0,Caldera IPA,6.1,10784
688,688,1075,Caldera Brewing Company,1307191996,4.0,4.0,4.0,Thorpe429,American IPA,4.5,4.0,Caldera IPA,6.1,10784
689,689,1075,Caldera Brewing Company,1307107975,3.0,3.0,4.0,tripelhops,American IPA,3.5,3.5,Caldera IPA,6.1,10784
690,690,1075,Caldera Brewing Company,1306993015,4.5,5.0,4.0,Schmit,American IPA,4.0,4.5,Caldera IPA,6.1,10784
691,691,1075,Caldera Brewing Company,1306940546,4.0,3.0,4.0,beagle75,American IPA,4.0,3.5,Caldera IPA,6.1,10784
692,692,1075,Caldera Brewing Company,1267323401,4.0,4.0,4.0,cswhitehorse,American IPA,4.0,4.0,Hopportunity Knocks,6.8,56071
693,693,1075,Caldera Brewing Company,1306711927,3.5,3.0,4.5,biglobo8971,American IPA,3.5,3.0,Caldera IPA,6.1,10784
694,694,1075,Caldera Brewing Company,1306544792,3.5,4.0,4.0,NWer,American IPA,3.5,3.5,Caldera IPA,6.1,10784
695,695,1075,Caldera Brewing Company,1306213612,4.0,4.0,4.0,Dope,American IPA,4.5,4.0,Caldera IPA,6.1,10784
696,696,1075,Caldera Brewing Company,1306002194,4.0,4.0,4.0,seans86,American IPA,4.0,4.0,Caldera IPA,6.1,10784
697,697,1075,Caldera Brewing Company,1305514937,4.0,4.5,5.0,chugalug06,American IPA,4.0,4.0,Caldera IPA,6.1,10784
698,698,1075,Caldera Brewing Company,1305509552,4.5,4.0,4.5,JCaweinstein,American IPA,4.0,4.5,Caldera IPA,6.1,10784
699,699,1075,Caldera Brewing Company,1305416445,4.0,4.0,4.5,bluejacket74,American IPA,4.0,4.0,Caldera IPA,6.1,10784
700,700,1075,Caldera Brewing Company,1305234074,4.0,4.0,4.0,felipe2toes,American IPA,4.0,4.5,Caldera IPA,6.1,10784
701,701,1075,Caldera Brewing Company,1305154329,4.5,5.0,4.0,Nugganooch,American IPA,4.0,4.0,Caldera IPA,6.1,10784
702,702,1075,Caldera Brewing Company,1304497206,4.0,4.0,4.0,MaltsOfGlory,American IPA,4.5,4.0,Caldera IPA,6.1,10784
703,703,1075,Caldera Brewing Company,1304395617,4.5,4.0,4.5,robbrandes,American IPA,4.0,4.5,Caldera IPA,6.1,10784
704,704,1075,Caldera Brewing Company,1304241876,4.0,4.0,4.0,rootbeerman,American IPA,3.5,4.0,Caldera IPA,6.1,10784
705,705,1075,Caldera Brewing Company,1303877384,4.0,4.0,3.5,dubinsky,American IPA,4.0,5.0,Caldera IPA,6.1,10784
706,706,1075,Caldera Brewing Company,1303603331,4.0,4.0,5.0,TheSarge,American IPA,4.0,4.0,Caldera IPA,6.1,10784
707,707,1075,Caldera Brewing Company,1303345928,3.5,3.0,4.0,thebeerisgood,American IPA,3.5,4.0,Caldera IPA,6.1,10784
708,708,1075,Caldera Brewing Company,1303342207,4.5,4.0,5.0,richkrull,American IPA,4.0,4.5,Caldera IPA,6.1,10784
709,709,1075,Caldera Brewing Company,1302758157,4.0,4.0,4.0,colts9016,American IPA,4.0,3.5,Caldera IPA,6.1,10784
710,710,1075,Caldera Brewing Company,1312710063,4.0,4.0,4.0,MTNboy,American Amber / Red Ale,4.0,4.5,Ashland Amber,5.4,10785
